Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
SodaBottleOpenerWala,"Parsi, North Indian, Rolls, Street Food, Desserts, Beverages",1500," Lavelle Road, Bangalore",4.5,4537,4,1202,https://www.zomato.com/bangalore/sodabottleopenerwala-lavelle-road-bangalore,"25/4, Opposite Harley Davidson Showroom, Lavelle Road, Bangalore",9.17022E+11,12.97064799,77.59764623
Mamagoto,"Asian, Chinese, Sushi, Thai",1700," Indiranagar, Bangalore",4.5,2817,4,1869,https://www.zomato.com/bangalore/mamagoto-indiranagar,"949, 12th Main, Ground Floor, Off 100 Feet Road, Indiranagar, Bangalore",9.18884E+11,12.97027193,77.63910782
Al Amanah Cafe,"Middle Eastern, Fast Food, Rolls, Wraps",300," Kammanahalli, Bangalore",4.5,2110,4.1,21400,https://www.zomato.com/bangalore/al-amanah-cafe-kammanahalli-bangalore,"20, 5th Avenue, 5th Main Road, Kammanahalli, Bangalore",9.199E+11,13.01553156,77.63937671
Buff Buffet Buff,"North Indian, Chinese, Thai, South Indian, Continental, Beverages",1500," BluPetal Hotel, Koramangala, Bangalore",4.5,3931,3.2,36,https://www.zomato.com/bangalore/buff-buffet-buff-koramangala-5th-block,"60, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",9.19742E+11,12.93347279,77.61531763
Punjab Grill,"North Indian, Mughlai, Kebab, Biryani, Desserts",2000," Orion Mall, Malleshwaram, Bangalore",4.5,2765,4.3,566,https://www.zomato.com/bangalore/punjab-grill-malleshwaram,"26/1, Dr. Rajkumar Road, Brigade Gateway Campus, Malleshwaram, Bangalore",9.18023E+11,13.01133522,77.55459845
Onesta,"Pizza, Pasta, Fast Food, Desserts, Beverages",750," Marathahalli, Bangalore",4.5,4277,3.3,1100,https://www.zomato.com/bangalore/onesta-marathahalli,"90/3, Outer Ring Road, Opposite Innovative Multiplex, Marathahalli, Bangalore",9.19514E+11,12.9506992,77.69989941
Toscano,"Italian, Continental, Healthy Food, European, Pizza, Salad, Desserts, Beverages",2400," UB City, Bangalore",4.5,2041,4,462,https://www.zomato.com/bangalore/toscano-lavelle-road,"2nd Floor, UB City, Vittal Mallya Road, Near Lavelle Road, Bangalore",9.18042E+11,12.97175492,77.59585317
Barbecue by Punjab Grill,"North Indian, BBQ, Beverages, Desserts",1200," Mantri Square, Malleshwaram, Bangalore",4.5,3675,4.1,217,https://www.zomato.com/bangalore/barbecue-by-punjab-grill-malleshwaram-bangalore,"Unit T-1, 3rd Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",9.19821E+11,12.99140015,77.57052138
Bloomsbury's Global Kitchen & Bakehouse,"Cafe, Salad, Italian, American, Bakery",900," Whitefield, Bangalore",4.5,936,4.2,3561,https://www.zomato.com/bangalore/bloomsburys-global-kitchen-bakehouse-whitefield-bangalore,"Ground Floor, EPIP Zone, Near BMTC Bus Depot, Whitefield, Bangalore",9.18046E+11,12.97654622,77.72548534
Alba - JW Marriott Bengaluru,"European, Pizza, Desserts",4000," JW Marriott Bengaluru, Lavelle Road, Bangalore",4.5,716,,0,https://www.zomato.com/bangalore/alba-jw-marriott-bengaluru-lavelle-road,"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",9.18067E+11,12.97187907,77.59512763
Matteo Coffea,"Cafe, Beverages, Sandwich, Pasta, Burger, Fast Food, American, Desserts",600," Church Street, Bangalore",4.5,2841,,0,https://www.zomato.com/bangalore/matteo-coffea-church-street,"2, Church Street, Bangalore",9.18043E+11,12.97436899,77.6070068
Hotel Tom's Restaurant,"Mangalorean, Mughlai, Chinese, North Indian",1000," Brigade Road, Bangalore",4.5,830,4.1,2352,https://www.zomato.com/bangalore/hotel-toms-restaurant-brigade-road-bangalore,"133, Raheja Chancery, Brigade Road, Bangalore",9.19986E+11,12.96692464,77.60648813
The Asian Curry House,"Vietnamese, Thai, Burmese, Japanese",1200," Mantri Square, Malleshwaram, Bangalore",4.5,1107,4,401,https://www.zomato.com/bangalore/the-asian-curry-house-malleshwaram-bangalore,"3rd Floor, Mantri Square, Sampige Road, Malleshwaram, Bangalore",9.17619E+11,12.99166902,77.57057972
China Pearl,Chinese,1100," Koramangala 6th Block, Bangalore",4.5,1971,4.6,1545,https://www.zomato.com/bangalore/china-pearl-koramangala-6th-block,"53/1, 5th Cross, Koramangala 6th Block, Bangalore",9.18041E+11,12.93612059,77.62140188
Chulha Chauki Da Dhaba,"North Indian, Biryani, Chinese, Beverages",1000," Marathahalli, Bangalore",4.5,2916,4,4000,https://www.zomato.com/bangalore/chulha-chauki-da-dhaba-marathahalli-bangalore,"2nd Floor, Outer Ring Road, Mahadevapura, Opposite EMC 2, Marathahalli, Bangalore",9.1735E+11,12.98185429,77.69270372
Connie's Restaurant & Steakhouse,"Steak, Continental, Italian, Chinese, Fast Food, Desserts, Beverages",1500," Kammanahalli, Bangalore",4.5,1559,4.1,4050,https://www.zomato.com/bangalore/connies-restaurant-steakhouse-kammanahalli-bangalore,"305, Nehru Road, Kammanahalli, Bangalore",9.18793E+11,13.01480931,77.63301518
Big Pitcher,"American, Continental, North Indian, Mediterranean, Beverages",1600," Old Airport Road, Bangalore",4.5,11800,4.2,432,https://www.zomato.com/bangalore/big-pitcher-airport-road,"4121, LR Arcade, Old Airport Road, Bangalore",9.18046E+11,12.96016948,77.64709309
Maravanthe,"Seafood, Mangalorean",1100," Indiranagar, Bangalore",4.5,962,4.1,5116,https://www.zomato.com/bangalore/maravanthe-indiranagar,"322/1, 1st Floor, CMH Road, Indiranagar, Bangalore",9.18049E+11,12.97828956,77.63733722
Jalsa Gold,"North Indian, Mughlai, Italian, Beverages",1300," Kadubeesanahalli, Bangalore",4.5,4171,,0,https://www.zomato.com/bangalore/jalsa-gold-kadubeesanahalli-bangalore,"20/5, Kaverappa Layout, Outer Ring Road, Kadubeesanahalli, Bangalore",9.19067E+11,12.93792401,77.69539163
Myu Bar At Gilly's Redefined,"North Indian, Finger Food, Continental, Beverages",1600," Gilly's Redefined, Koramangala 4th Block, Bangalore",4.5,2224,,0,https://www.zomato.com/bangalore/myu-bar-at-gillys-redefined-koramangala-4th-block-bangalore,"413, 100 Feet Road, Koramangala 4th Block, Bangalore",9.19606E+11,12.93348455,77.62338437
Manjit Da Dhaba,North Indian,300," Frazer Town, Bangalore",4.5,826,4.2,1388,https://www.zomato.com/bangalore/manjit-da-dhaba-frazer-town,"107, 1st Floor, Wheeler Road, Near Railway Cross, Cox Town, Frazer Town, Bangalore",9.1959E+11,12.99789802,77.62228031
Saffron - Radisson Blu,"North Indian, Mughlai, Lucknowi, Fast Food, Beverages",2500," Radisson Blu, Marathahalli, Bangalore",4.5,730,3.9,33,https://www.zomato.com/bangalore/saffron-radisson-blu-marathahalli-bangalore,"Radisson Blu, 90/4, Outer Ring Road, Munnekollalu Village, Marathahalli, Bangalore",9.17761E+11,12.94987972,77.69929022
Peppa Zzing,"Fast Food, Burger, Beverages",600," Brigade Road, Bangalore",4.5,1171,4.1,748,https://www.zomato.com/bangalore/peppa-zzing-brigade-road-bangalore,"1, D Block, St. Patrick Complex, Opposite South Indian Bank, Brigade Road, Bangalore",9.19741E+11,12.96962665,77.60649417
Sree Krishna Kafe,South Indian,200," Koramangala 5th Block, Bangalore",4.5,943,4,5662,https://www.zomato.com/bangalore/sree-krishna-kafe-koramangala-5th-block,"5th Main, Near Muni Reddy Kalyana Mantap, Koramangala 5th Block, Bangalore",9.18197E+11,12.9371437,77.6196209
Chili's American Grill & Bar,"American, Tex-Mex, Burger, BBQ, Beverages",2000," RMZ Ecoworld, Bellandur, Bangalore",4.5,2434,3.9,890,https://www.zomato.com/bangalore/chilis-american-grill-bar-bellandur,"13, The Bay, RMZ EcoWorld, Bellandur, Bangalore",9.19077E+11,12.92042941,77.68433522
Republic Of Noodles - Lemon Tree Premier,"Malaysian, Singaporean, Thai",1800," Lemon Tree Premier, Ulsoor, Bangalore",4.5,663,,0,https://www.zomato.com/bangalore/republic-of-noodles-lemon-tree-premier-ulsoor,"Lemon Tree Premier, 2/1, St. Johns Road, Ulsoor, Bangalore",9.18045E+11,12.98744777,77.61663426
Shivaji Military Hotel,"South Indian, Biryani",450," Jayanagar, Bangalore",4.4,3529,,0,https://www.zomato.com/bangalore/shivaji-military-hotel-jayanagar,"718, 1 C Main Road, 45 Cross, 8 Block, Jayanagar, Bangalore",9.19845E+11,12.91816182,77.57409576
The 13th Floor,"North Indian, Asian, Thai",2000," Barton Centre, Bangalore",4.4,5421,3.9,12,https://www.zomato.com/bangalore/the-13th-floor-mg-road-bangalore,"84/142, 12th And 13th Floor, Barton Center, MG Road, Bangalore",9.18042E+11,12.97532366,77.60504678
Hakuna Matata,"North Indian, Asian, Seafood, Chinese",1400," JP Nagar, Bangalore",4.4,3379,4.2,978,https://www.zomato.com/bangalore/hakuna-matata-jp-nagar,"1231/35/2, 24th Main, 7th Phase, Opposite Brigade Palm Springs, JP Nagar, Bangalore",9.19741E+11,12.89404026,77.58630652
The Druid Garden,"Asian, Continental, Italian, North Indian, Beverages",1700," Sahakara Nagar, Bangalore",4.4,3796,3.7,3757,https://www.zomato.com/bangalore/the-druid-garden-sahakara-nagar,"40/1, 3rd Floor, Century Corbel Commercial, Sahakara Nagar, Bangalore",9.18047E+11,13.06349503,77.59116936
Secret Of Bangalore,"North Indian, South Indian, Continental, Asian, Desserts, Beverages",1300," Rajarajeshwari Nagar, Bangalore",4.4,2863,4.4,138,https://www.zomato.com/bangalore/secret-of-bangalore-rajarajeshwari-nagar-bangalore,"285, Rajarajeshwari Nagar, Bangalore",9.17619E+11,12.90938211,77.52730262
Aurum Brew Works,"North Indian, American, Continental, Desserts, Beverages, Asian, Pizza, Burger",1500," Sarjapur Road, Bangalore",4.4,2324,4.1,221,https://www.zomato.com/bangalore/aurum-brew-works-sarjapur-road-bangalore,"82/2, 3rd Floor, Gold Sand, Doddakannalli, Mahadevapura, Sarjapur Road, Bangalore",9.18047E+11,12.910836,77.685732
Stories Bar & Kitchen,"Bar Food, Chinese, Fast Food, North Indian, Italian, Beverages, BBQ",1500," Rajajinagar, Bangalore",4.4,5676,4.3,525,https://www.zomato.com/bangalore/stories-bar-kitchen-rajajinagar-bangalore,"23, 1st R Block, 20th Main Road, Rajajinagar, Bangalore",9.18047E+11,13.00852357,77.54921123
XOOX Brewmill,"North Indian, Continental, Chinese, Mangalorean, Italian, Beverages",2000," Koramangala 5th Block, Bangalore",4.4,3705,,17,https://www.zomato.com/bangalore/xoox-brewmill-koramangala-5th-block-bangalore,"8, Industrial Layout, Near HDFC Bank, Koramangala 5th Block, Bangalore",9.18296E+11,12.93564417,77.6149904
Skyye,"Continental, Asian, Thai",2500," UB City, Bangalore",4.4,3514,,0,https://www.zomato.com/bangalore/skyye-lavelle-road,"Uber Level, 16th Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",9.18049E+11,12.97159058,77.59615391
Sultans Of Spice,"North Indian, Mughlai, Chinese, Beverages",2000," BluPetal Hotel, Koramangala, Bangalore",4.4,4099,4.3,1148,https://www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore,"60, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",9.19742E+11,12.93346821,77.6153136
Three Dots & A Dash,"Bar Food, Italian, North Indian",1500," JP Nagar, Bangalore",4.4,2211,,0,https://www.zomato.com/bangalore/three-dots-a-dash-jp-nagar,"47/1, 4th Floor, 9th Cross, 1st Main, Mini Forest, Phase 3, JP Nagar, Bangalore",9.19739E+11,12.91076971,77.59944364
Dhaba - Estd 1986 Delhi,"Mughlai, North Indian, Desserts",2000," Indiranagar, Bangalore",4.4,2526,4,1760,https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-indiranagar-bangalore,"618, 2nd Floor, 12th Main, Indiranagar, Bangalore",9.18884E+11,12.97048071,77.6464279
BYLI - Bet You Love It!,"Continental, Italian, Fast Food, Beverages",800," Kalyan Nagar, Bangalore",4.4,2339,3.6,139,https://www.zomato.com/bangalore/byli-bet-you-love-it-kalyan-nagar-bangalore,"G-1/2, 1st Avenue, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",9.18041E+11,13.02268504,77.63974987
Broadway - The Gourmet Theatre,"Japanese, Sushi, Continental, Asian, North Indian",1800," HSR, Bangalore",4.4,1463,4.3,1050,https://www.zomato.com/bangalore/broadway-the-gourmet-theatre-hsr,"2802, 27th Main Road, Sector 1, HSR, Bangalore",9.19846E+11,12.9237685,77.65155863
Ranch,"North Indian, Italian, Continental",1500," Mysore Road, Bangalore",4.4,675,,0,https://www.zomato.com/bangalore/ranch-mysore-road-bangalore,"Survey 8/3, Chunchunkuppe Village, Tavarekere Hobli, Near Big Banyan Tree, Mysore Road, Bangalore",9.1804E+11,12.90801202,77.38177654
Foxtrot,"Continental, Chinese, North Indian, Mughlai, Biryani",1600," Marathahalli, Bangalore",4.4,1591,2.9,20,https://www.zomato.com/bangalore/foxtrot-marathahalli-bangalore,"89/1, Monnekollal Village, Varthur Hobli, Outer Ring Road, Marathahalli, Bangalore",9.19108E+11,12.94962616,77.69908067
Lazy Suzy,"Cafe, Continental, Italian, Pizza, Desserts",1000," Indiranagar, Bangalore",4.4,1622,,0,https://www.zomato.com/bangalore/lazy-suzy-indiranagar,"36, 80 Feet Road, Indiranagar, Bangalore",9.18025E+11,12.97088192,77.64741194
Farzi Cafe,Modern Indian,1600," UB City, Bangalore",4.4,2872,3.9,26,https://www.zomato.com/bangalore/farzi-cafe-lavelle-road,"24, UB City, Vittal Malya, Grant Road, Near Lavelle Road, Bangalore",9.17259E+11,12.9722631,77.59618032
Ambrosia,"Italian, Mexican, Continental, Desserts, Beverages, Asian, Mediterranean, Juices",1200," Rajarajeshwari Nagar, Bangalore",4.4,878,4.1,639,https://www.zomato.com/bangalore/ambrosia-rajarajeshwari-nagar,"15/3 A, Noojibail Nursery, Compound, Gannakallu Village, Rajarajeshwari Nagar, Bangalore",9.19965E+11,12.90494803,77.50928018
Go Native,"Healthy Food, Modern Indian, Desserts, Mithai",800," Jayanagar, Bangalore",4.4,1607,4,686,https://www.zomato.com/bangalore/go-native-jayanagar,"64, 5 Block, 10 Main Road, Jayanagar, Bangalore",9.17873E+11,12.92263064,77.58479577
BLR Brewing Co.,"Finger Food, North Indian, Continental, Mughlai, Chinese, Desserts, Beverages",1500," Electronic City, Bangalore",4.4,871,4,188,https://www.zomato.com/bangalore/blr-brewing-co-electronic-city-bangalore,"84/4, 4th Floor, Neeladri Road, Phase 1, Electronic City, Bangalore",9.18047E+11,12.84031538,77.6533977
Meghana Foods,"Andhra, North Indian, Seafood, Beverages",700," Jayanagar, Bangalore",4.4,4294,4.3,51800,https://www.zomato.com/bangalore/meghana-foods-jayanagar,"52, 1st Floor, 33rd Cross, 4th Block, Jayanagar, Bangalore",9.18022E+11,12.92639125,77.58480582
The Biere Club,"Finger Food, Continental, Fast Food, North Indian, Italian, Beverages",1500," Lavelle Road, Bangalore",4.4,3701,,14,https://www.zomato.com/bangalore/the-biere-club-lavelle-road-bangalore,"20/2, Vittal Mallya Road, Near Lavelle Road, Bangalore",9.19987E+11,12.97096818,77.59754632
"Lush - Renaissance Hotel, Bengaluru","North Indian, Continental",2500," Renaissance Hotel, Race Course Road, Bangalore",4.4,971,3.4,36,https://www.zomato.com/bangalore/lush-renaissance-hotel-bengaluru-race-course-road-bangalore,"Renaissance Hotel, 17/1, Madhavanagar Extension, Race Course Road, Bangalore",9.18047E+11,12.98469401,77.57637195
Harima,"Japanese, Sushi",2000," Residency Road, Bangalore",4.4,778,,0,https://www.zomato.com/bangalore/harima-residency-road,"131, 4th Floor, Devatha Plaza, Residency Road, Bangalore",9.18041E+11,12.96759933,77.60004245
Zoey's,"Cafe, Italian, Burger, Fast Food, Desserts, Continental",600," Sarjapur Road, Bangalore",4.4,1025,4.1,1418,https://www.zomato.com/bangalore/zoeys-sarjapur-road,"114/1, Kodathi Gate, Opposite St Patricks Academy, Sarjapur Road, Bangalore",9.18495E+11,12.897472,77.717611
Delhi Highway,"Modern Indian, North Indian, Mughlai",1500," Indiranagar, Bangalore",4.4,4663,3.7,3603,https://www.zomato.com/bangalore/delhi-highway-indiranagar,"951, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",9.18042E+11,12.97006446,77.63948902
Rural Blues,"North Indian, Asian, Finger Food, Continental, Italian, Bar Food",1000," Sarjapur Road, Bangalore",4.4,2050,3.9,980,https://www.zomato.com/bangalore/rural-blues-sarjapur-road,"112, Kodathi Gate, Near Wipro SEZ, Sarjapur Road, Bangalore",9.17829E+11,12.89772024,77.71725062
Kazé,"Japanese, Sushi, Thai, Asian",3000," Lavelle Road, Bangalore",4.4,1128,,0,https://www.zomato.com/bangalore/kazé-1-lavelle-road-bangalore,"909 SKAV, 21st Floor, Lavelle Road, Bangalore",9.18043E+11,12.96554291,77.59650193
Sagar Hotel,"North Indian, Chinese, Street Food",500," Rajajinagar, Bangalore",4.4,1085,4,4989,https://www.zomato.com/bangalore/sagar-hotel-rajajinagar,"1846/72, D Block, 4th Cross, 3rd Stage, Rajajinagar, Bangalore",9.18023E+11,12.99660238,77.55426016
Murphy's Brewhouse - The Paul Bangalore,"Continental, Mexican, Italian, Beverages, North Indian, Desserts, Bar Food",1700," The Paul Bangalore, Domlur, Bangalore",4.4,2207,,0,https://www.zomato.com/bangalore/murphys-brewhouse-the-paul-bangalore-domlur-bangalore,"139/28, Off Intermediate Ring Road, Near Embassy Golf Links, Domlur, Bangalore",9.1804E+11,12.95391895,77.63971299
153 Biere Street,"Asian, Continental, North Indian, Malaysian, Italian",1700," Whitefield, Bangalore",4.4,2463,3.9,17,https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore,"153, Hagadur Main Road, Whitefield, Bangalore",9.19846E+11,12.96287581,77.75073767
Oh! Calcutta,"Bengali, Seafood, North Indian",1800," Church Street, Bangalore",4.4,1444,4.4,679,https://www.zomato.com/bangalore/oh-calcutta-church-street-bangalore,"14, 1st Floor, Church Street, Bangalore",9.1938E+11,12.97520669,77.60347266
Gilly's Restobar,"Continental, Italian, Chinese, Fast Food, North Indian",1450," New BEL Road, Bangalore",4.4,4701,,2,https://www.zomato.com/bangalore/gillys-restobar-new-bel-road,"4th - 5th Floor, Sree Premprasad Complex, Opposite Ramaiah Hospital, New BEL Road, Bangalore",9.17022E+11,13.0271497,77.57185712
Le Arabia,"North Indian, Mughlai, Chinese, Arabian, Biryani, Beverages, Desserts",800," Basaveshwara Nagar, Bangalore",4.4,1419,3.9,15900,https://www.zomato.com/bangalore/le-arabia-basaveshwara-nagar-bangalore,"881/B&B1, Eramma Phulekar Nilaya, 2nd Stage, West Of Chord Road, Basaveshwara Nagar, Bangalore",9.16367E+11,12.99862979,77.5423716
Royal Andhra Spice,"Andhra, North Indian, Continental, Chinese, Beverages, Desserts",800," OSR Hotel, Rajarajeshwari Nagar, Bangalore",4.4,1345,,2,https://www.zomato.com/bangalore/royal-andhra-spice-rajarajeshwari-nagar,"OSR Hotels, Near BEML Bus Depot, 60 Feet Road, Rajarajeshwari Nagar, Bangalore",9.18029E+11,12.9056987,77.52108358
The Punjabi Rasoi,"Mughlai, North Indian, Chinese, South Indian, Beverages",500," Whitefield, Bangalore",4.4,1114,4,3319,https://www.zomato.com/bangalore/the-punjabi-rasoi-whitefield-bangalore,"222/220/A, Sadaramangala, Whitefield Road, Whitefield, Bangalore",9.19973E+11,12.98796682,77.72998985
Mooch Marod,"North Indian, Beverages",500," Whitefield, Bangalore",4.4,864,4,111,https://www.zomato.com/bangalore/mooch-marod-whitefield,"Shop W-7, Survey 134/2, Chancity, Channasandra, Whitefield, Bangalore",9.18884E+11,12.98265929,77.76712429
Dhwani,"Cafe, Continental, Asian, Italian, North Indian",800," Koramangala 5th Block, Bangalore",4.4,819,,13,https://www.zomato.com/bangalore/dhwani-koramangala-5th-block-bangalore,"44, 4th B Cross, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",9.19741E+11,12.93405379,77.61569481
Gramin,"North Indian, Healthy Food, Beverages",600," Koramangala 7th Block, Bangalore",4.4,3637,4.1,4631,https://www.zomato.com/bangalore/gramin-koramangala-7th-block-bangalore,"Ground Floor, Raheja Arcade, Koramangala 7th Block, Bangalore",9.18041E+11,12.93461485,77.61328083
The Creek - The Den Bengaluru,"North Indian, South Indian, Asian, Beverages, European",2400," The Den, Whitefield, Bangalore",4.4,753,,0,https://www.zomato.com/bangalore/the-creek-the-den-bengaluru-whitefield,"ITPL Main Road, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",9.18071E+11,12.987374,77.73335
Hotel Aditya,"South Indian, Biryani",300," Rajajinagar, Bangalore",4.4,627,4.3,1670,https://www.zomato.com/bangalore/hotel-aditya-rajajinagar,"159, Mahalakshmipuram, Opposite Nandini Theatre, Rajajinagar, Bangalore",9.1902E+11,13.00379822,77.54363157
